Year,Month,sum,mean,std
1924,2,4.0,1.0,0.0
1924,3,7.0,1.0,0.0
1924,4,8.0,1.0,0.0
1924,5,6.0,1.0,0.0
1924,6,10.0,1.0,0.0
1924,7,6.0,1.0,0.0
1924,8,7.0,1.0,0.0
1924,9,7.0,1.0,0.0
1924,10,4.0,1.0,0.0
1924,11,7.0,1.0,0.0
1924,12,6.0,1.0,0.0
1924,13,2.0,1.0,0.0
1924,14,5.0,1.0,0.0
1924,15,8.0,1.0,0.0
1924,16,7.0,1.0,0.0
1924,17,5.0,1.0,0.0
1924,18,3.0,1.0,0.0
1924,19,3.0,1.0,0.0
1924,20,6.0,1.0,0.0
1924,21,8.0,1.0,0.0
1924,22,6.0,1.0,0.0
1924,23,5.0,1.0,0.0
1924,24,8.0,1.0,0.0
1924,25,7.0,1.0,0.0
1924,26,8.0,1.0,0.0
1924,27,8.0,1.0,0.0
1924,28,7.0,1.0,0.0
1924,29,5.0,1.0,0.0
1924,30,4.0,1.0,0.0
1924,31,1.0,1.0,
1925,1,6.0,1.0,0.0
1925,2,4.0,1.0,0.0
1925,3,5.0,1.0,0.0
1925,4,3.0,1.0,0.0
1925,5,6.0,1.0,0.0
1925,6,5.0,1.0,0.0
1925,7,4.0,1.0,0.0
1925,8,6.0,1.0,0.0
1925,9,5.0,1.0,0.0
1925,10,5.0,1.0,0.0
1925,11,5.0,1.0,0.0
1925,12,7.0,1.0,0.0
1925,13,6.0,1.0,0.0
1925,14,4.0,1.0,0.0
1925,15,3.0,1.0,0.0
1925,16,2.0,1.0,0.0
1925,17,6.0,1.0,0.0
1925,18,7.0,1.0,0.0
1925,19,4.0,1.0,0.0
1925,20,5.0,1.0,0.0
1925,21,8.0,1.0,0.0
1925,22,10.0,1.0,0.0
1925,23,9.0,1.0,0.0
1925,24,8.0,1.0,0.0
1925,25,8.0,1.0,0.0
1925,26,2.0,1.0,0.0
1925,27,3.0,1.0,0.0
1925,28,3.0,1.0,0.0
1925,29,5.0,1.0,0.0
1925,30,6.0,1.0,0.0
1925,31,1.0,1.0,
1926,1,6.0,1.0,0.0
1926,2,5.0,1.0,0.0
1926,3,5.0,1.0,0.0
1926,4,7.0,1.0,0.0
1926,5,8.0,1.0,0.0
1926,6,7.0,1.0,0.0
1926,7,5.0,1.0,0.0
1926,8,6.0,1.0,0.0
1926,9,5.0,1.0,0.0
1926,10,4.0,1.0,0.0
1926,11,5.0,1.0,0.0
1926,12,6.0,1.0,0.0
1926,13,6.0,1.0,0.0
1926,14,6.0,1.0,0.0
1926,15,5.0,1.0,0.0
1926,16,4.0,1.0,0.0
1926,17,5.0,1.0,0.0
1926,18,3.0,1.0,0.0
1926,19,2.0,1.0,0.0
1926,20,4.0,1.0,0.0
1926,21,6.0,1.0,0.0
1926,22,5.0,1.0,0.0
1926,23,7.0,1.0,0.0
1926,24,6.0,1.0,0.0
1926,25,3.0,1.0,0.0
1926,26,7.0,1.0,0.0
1926,27,2.0,1.0,0.0
1926,28,4.0,1.0,0.0
1926,29,5.0,1.0,0.0
1926,30,5.0,1.0,0.0
1926,31,3.0,1.0,0.0
1927,1,5.0,1.0,0.0
1927,2,4.0,1.0,0.0
1927,3,5.0,1.0,0.0
1927,4,6.0,1.0,0.0
1927,5,5.0,1.0,0.0
1927,6,7.0,1.0,0.0
1927,7,3.0,1.0,0.0
1927,8,3.0,1.0,0.0
1927,9,4.0,1.0,0.0
1927,10,3.0,1.0,0.0
1927,11,5.0,1.0,0.0
1927,12,6.0,1.0,0.0
1927,13,8.0,1.0,0.0
1927,14,3.0,1.0,0.0
1927,15,4.0,1.0,0.0
1927,16,3.0,1.0,0.0
1927,17,4.0,1.0,0.0
1927,18,5.0,1.0,0.0
1927,19,7.0,1.0,0.0
1927,20,6.0,1.0,0.0
1927,21,4.0,1.0,0.0
1927,22,7.0,1.0,0.0
1927,23,6.0,1.0,0.0
1927,24,4.0,1.0,0.0
1927,25,5.0,1.0,0.0
1927,26,3.0,1.0,0.0
1927,27,5.0,1.0,0.0
1927,28,7.0,1.0,0.0
1927,29,5.0,1.0,0.0
1927,30,2.0,1.0,0.0
1927,31,2.0,1.0,0.0
1928,1,5.0,1.0,0.0
1928,2,7.0,1.0,0.0
1928,3,5.0,1.0,0.0
1928,4,7.0,1.0,0.0
1928,5,7.0,1.0,0.0
1928,6,6.0,1.0,0.0
1928,7,6.0,1.0,0.0
1928,8,4.0,1.0,0.0
1928,9,2.0,1.0,0.0
1928,10,3.0,1.0,0.0
1928,11,4.0,1.0,0.0
1928,12,4.0,1.0,0.0
1928,13,6.0,1.0,0.0
1928,14,6.0,1.0,0.0
1928,15,6.0,1.0,0.0
1928,16,7.0,1.0,0.0
1928,17,4.0,1.0,0.0
1928,18,4.0,1.0,0.0
1928,19,5.0,1.0,0.0
1928,20,6.0,1.0,0.0
1928,21,5.0,1.0,0.0
1928,22,4.0,1.0,0.0
1928,23,7.0,1.0,0.0
1928,24,6.0,1.0,0.0
1928,25,8.0,1.0,0.0
1928,26,7.0,1.0,0.0
1928,27,4.0,1.0,0.0
1928,28,5.0,1.0,0.0
1928,29,4.0,1.0,0.0
1928,30,3.0,1.0,0.0
1928,31,1.0,1.0,
1929,1,5.0,1.0,0.0
1929,2,6.0,1.0,0.0
1929,3,6.0,1.0,0.0
1929,4,8.0,1.0,0.0
1929,5,6.0,1.0,0.0
1929,6,6.0,1.0,0.0
1929,7,6.0,1.0,0.0
1929,8,6.0,1.0,0.0
1929,9,6.0,1.0,0.0
1929,10,4.0,1.0,0.0
1929,11,5.0,1.0,0.0
1929,12,2.0,1.0,0.0
1929,13,4.0,1.0,0.0
1929,14,5.0,1.0,0.0
1929,15,5.0,1.0,0.0
1929,16,5.0,1.0,0.0
1929,17,6.0,1.0,0.0
1929,18,7.0,1.0,0.0
1929,19,6.0,1.0,0.0
1929,20,3.0,1.0,0.0
1929,21,6.0,1.0,0.0
1929,22,9.0,1.0,0.0
1929,23,7.0,1.0,0.0
1929,24,4.0,1.0,0.0
1929,25,7.0,1.0,0.0
1929,26,8.0,1.0,0.0
1929,27,7.0,1.0,0.0
1929,28,7.0,1.0,0.0
1929,29,7.0,1.0,0.0
1929,30,3.0,1.0,0.0
1929,31,3.0,1.0,0.0
1930,1,5.0,1.0,0.0
1930,2,4.0,1.0,0.0
1930,3,5.0,1.0,0.0
1930,4,5.0,1.0,0.0
1930,5,2.0,1.0,0.0
1930,6,3.0,1.0,0.0
1930,7,4.0,1.0,0.0
1930,8,8.0,1.0,0.0
1930,9,6.0,1.0,0.0
1930,10,7.0,1.0,0.0
1930,11,5.0,1.0,0.0
1930,12,6.0,1.0,0.0
1930,13,8.0,1.0,0.0
1930,14,8.0,1.0,0.0
1930,15,6.0,1.0,0.0
1930,16,3.0,1.0,0.0
1930,17,5.0,1.0,0.0
1930,18,6.0,1.0,0.0
1930,19,5.0,1.0,0.0
1930,20,5.0,1.0,0.0
1930,21,6.0,1.0,0.0
1930,22,3.0,1.0,0.0
1930,23,5.0,1.0,0.0
1930,24,7.0,1.0,0.0
1930,25,7.0,1.0,0.0
1930,26,5.0,1.0,0.0
1930,27,6.0,1.0,0.0
1930,28,7.0,1.0,0.0
1930,29,4.0,1.0,0.0
1930,30,2.0,1.0,0.0
1930,31,1.0,1.0,
1931,1,6.0,1.0,0.0
1931,2,5.0,1.0,0.0
1931,3,6.0,1.0,0.0
1931,4,4.0,1.0,0.0
1931,5,3.0,1.0,0.0
1931,6,4.0,1.0,0.0
1931,7,5.0,1.0,0.0
1931,8,6.0,1.0,0.0
1931,9,6.0,1.0,0.0
1931,10,7.0,1.0,0.0
1931,11,4.0,1.0,0.0
1931,12,6.0,1.0,0.0
1931,13,5.0,1.0,0.0
1931,14,7.0,1.0,0.0
1931,15,7.0,1.0,0.0
1931,16,6.0,1.0,0.0
1931,17,6.0,1.0,0.0
1931,18,4.0,1.0,0.0
1931,19,6.0,1.0,0.0
1931,20,7.0,1.0,0.0
1931,21,6.0,1.0,0.0
1931,22,8.0,1.0,0.0
1931,23,8.0,1.0,0.0
1931,24,7.0,1.0,0.0
1931,25,4.0,1.0,0.0
1931,26,5.0,1.0,0.0
1931,27,3.0,1.0,0.0
1931,28,2.0,1.0,0.0
1931,29,5.0,1.0,0.0
1931,30,6.0,1.0,0.0
1931,31,4.0,1.0,0.0
1932,1,8.0,1.0,0.0
1932,2,5.0,1.0,0.0
1932,3,2.0,1.0,0.0
1932,4,7.0,1.0,0.0
1932,5,6.0,1.0,0.0
1932,6,7.0,1.0,0.0
1932,7,6.0,1.0,0.0
1932,8,7.0,1.0,0.0
1932,9,6.0,1.0,0.0
1932,10,5.0,1.0,0.0
1932,11,8.0,1.0,0.0
1932,12,3.0,1.0,0.0
1932,13,7.0,1.0,0.0
1932,14,6.0,1.0,0.0
1932,15,6.0,1.0,0.0
1932,16,8.0,1.0,0.0
1932,17,8.0,1.0,0.0
1932,18,6.0,1.0,0.0
1932,19,5.0,1.0,0.0
1932,20,6.0,1.0,0.0
1932,21,7.0,1.0,0.0
1932,22,10.0,1.0,0.0
1932,23,7.0,1.0,0.0
1932,24,8.0,1.0,0.0
1932,25,7.0,1.0,0.0
1932,26,4.0,1.0,0.0
1932,27,7.0,1.0,0.0
1932,28,5.0,1.0,0.0
1932,29,3.0,1.0,0.0
1932,30,4.0,1.0,0.0
1932,31,2.0,1.0,0.0
1933,1,6.0,1.0,0.0
1933,2,6.0,1.0,0.0
1933,3,5.0,1.0,0.0
1933,4,3.0,1.0,0.0
1933,5,4.0,1.0,0.0
1933,6,3.0,1.0,0.0
1933,7,0.0,,
1933,8,3.0,1.0,0.0
1933,9,5.0,1.0,0.0
1933,10,3.0,1.0,0.0
1933,11,4.0,1.0,0.0
1933,12,4.0,1.0,0.0
1933,13,5.0,1.0,0.0
1933,14,4.0,1.0,0.0
1933,15,5.0,1.0,0.0
1933,16,3.0,1.0,0.0
1933,17,7.0,1.0,0.0
1933,18,5.0,1.0,0.0
1933,19,7.0,1.0,0.0
1933,20,4.0,1.0,0.0
1933,21,5.0,1.0,0.0
1933,22,6.0,1.0,0.0
1933,23,6.0,1.0,0.0
1933,24,5.0,1.0,0.0
1933,25,5.0,1.0,0.0
1933,26,3.0,1.0,0.0
1933,27,2.0,1.0,0.0
1933,28,6.0,1.0,0.0
1933,29,5.0,1.0,0.0
1933,30,8.0,1.0,0.0
1933,31,4.0,1.0,0.0
1934,1,4.0,1.0,0.0
1934,2,5.0,1.0,0.0
1934,3,5.0,1.0,0.0
1934,4,4.0,1.0,0.0
1934,5,5.0,1.0,0.0
1934,6,7.0,1.0,0.0
1934,7,6.0,1.0,0.0
1934,8,7.0,1.0,0.0
1934,9,6.0,1.0,0.0
1934,10,4.0,1.0,0.0
1934,11,6.0,1.0,0.0
1934,12,5.0,1.0,0.0
1934,13,3.0,1.0,0.0
1934,14,3.0,1.0,0.0
1934,15,6.0,1.0,0.0
1934,16,8.0,1.0,0.0
1934,17,6.0,1.0,0.0
1934,18,7.0,1.0,0.0
1934,19,8.0,1.0,0.0
1934,20,5.0,1.0,0.0
1934,21,6.0,1.0,0.0
1934,22,6.0,1.0,0.0
1934,23,3.0,1.0,0.0
1934,24,6.0,1.0,0.0
1934,25,5.0,1.0,0.0
1934,26,8.0,1.0,0.0
1934,27,7.0,1.0,0.0
1934,28,3.0,1.0,0.0
1934,29,6.0,1.0,0.0
1934,30,6.0,1.0,0.0
1934,31,4.0,1.0,0.0
1935,1,5.0,1.0,0.0
1935,2,8.0,1.0,0.0
1935,3,6.0,1.0,0.0
1935,4,7.0,1.0,0.0
1935,5,6.0,1.0,0.0
1935,6,5.0,1.0,0.0
1935,7,6.0,1.0,0.0
1935,8,3.0,1.0,0.0
1935,9,7.0,1.0,0.0
1935,10,6.0,1.0,0.0
1935,11,6.0,1.0,0.0
1935,12,8.0,1.0,0.0
1935,13,10.0,1.0,0.0
1935,14,9.0,1.0,0.0
1935,15,6.0,1.0,0.0
1935,16,8.0,1.0,0.0
1935,17,8.0,1.0,0.0
1935,18,6.0,1.0,0.0
1935,19,5.0,1.0,0.0
1935,20,6.0,1.0,0.0
1935,21,9.0,1.0,0.0
1935,22,6.0,1.0,0.0
1935,23,5.0,1.0,0.0
1935,24,3.0,1.0,0.0
1935,25,5.0,1.0,0.0
1935,26,5.0,1.0,0.0
1935,27,4.0,1.0,0.0
1935,28,6.0,1.0,0.0
1935,29,6.0,1.0,0.0
1935,30,5.0,1.0,0.0
1935,31,2.0,1.0,0.0
1936,1,7.0,1.0,0.0
1936,2,7.0,1.0,0.0
1936,3,5.0,1.0,0.0
1936,4,7.0,1.0,0.0
1936,5,5.0,1.0,0.0
1936,6,4.0,1.0,0.0
1936,7,3.0,1.0,0.0
1936,8,6.0,1.0,0.0
1936,9,8.0,1.0,0.0
1936,10,7.0,1.0,0.0
1936,11,7.0,1.0,0.0
1936,12,7.0,1.0,0.0
1936,13,4.0,1.0,0.0
1936,14,4.0,1.0,0.0
1936,15,8.0,1.0,0.0
1936,16,9.0,1.0,0.0
1936,17,8.0,1.0,0.0
1936,18,7.0,1.0,0.0
1936,19,7.0,1.0,0.0
1936,20,6.0,1.0,0.0
1936,21,6.0,1.0,0.0
1936,22,3.0,1.0,0.0
1936,23,7.0,1.0,0.0
1936,24,5.0,1.0,0.0
1936,25,6.0,1.0,0.0
1936,26,6.0,1.0,0.0
1936,27,7.0,1.0,0.0
1936,28,6.0,1.0,0.0
1936,29,8.0,1.0,0.0
1936,30,7.0,1.0,0.0
1936,31,4.0,1.0,0.0
1937,1,9.0,1.0,0.0
1937,2,9.0,1.0,0.0
1937,3,7.0,1.0,0.0
1937,4,6.0,1.0,0.0
1937,5,6.0,1.0,0.0
1937,6,5.0,1.0,0.0
1937,7,2.0,1.0,0.0
1937,8,5.0,1.0,0.0
1937,9,5.0,1.0,0.0
1937,10,5.0,1.0,0.0
1937,11,5.0,1.0,0.0
1937,12,5.0,1.0,0.0
1937,13,3.0,1.0,0.0
1937,14,5.0,1.0,0.0
1937,15,5.0,1.0,0.0
1937,16,5.0,1.0,0.0
1937,17,6.0,1.0,0.0
1937,18,6.0,1.0,0.0
1937,19,10.0,1.0,0.0
1937,20,6.0,1.0,0.0
1937,21,6.0,1.0,0.0
1937,22,7.0,1.0,0.0
1937,23,5.0,1.0,0.0
1937,24,2.0,1.0,0.0
1937,25,3.0,1.0,0.0
1937,26,3.0,1.0,0.0
1937,27,6.0,1.0,0.0
1937,28,3.0,1.0,0.0
1937,29,4.0,1.0,0.0
1937,30,4.0,1.0,0.0
1937,31,2.0,1.0,0.0
1938,1,7.0,1.0,0.0
1938,2,7.0,1.0,0.0
1938,3,4.0,1.0,0.0
1938,4,7.0,1.0,0.0
1938,5,5.0,1.0,0.0
1938,6,4.0,1.0,0.0
1938,7,4.0,1.0,0.0
1938,8,4.0,1.0,0.0
1938,9,4.0,1.0,0.0
1938,10,6.0,1.0,0.0
1938,11,1.0,1.0,
1938,12,3.0,1.0,0.0
1938,13,5.0,1.0,0.0
1938,14,3.0,1.0,0.0
1938,15,5.0,1.0,0.0
1938,16,5.0,1.0,0.0
1938,17,4.0,1.0,0.0
1938,18,3.0,1.0,0.0
1938,19,3.0,1.0,0.0
1938,20,3.0,1.0,0.0
1938,21,2.0,1.0,0.0
1938,22,3.0,1.0,0.0
1938,23,4.0,1.0,0.0
1938,24,5.0,1.0,0.0
1938,25,5.0,1.0,0.0
1938,26,5.0,1.0,0.0
1938,27,7.0,1.0,0.0
1938,28,5.0,1.0,0.0
1938,29,5.0,1.0,0.0
1938,30,5.0,1.0,0.0
1938,31,3.0,1.0,0.0
1939,1,5.0,1.0,0.0
1939,2,7.0,1.0,0.0
1939,3,6.0,1.0,0.0
1939,4,8.0,1.0,0.0
1939,5,7.0,1.0,0.0
1939,6,6.0,1.0,0.0
1939,7,6.0,1.0,0.0
1939,8,8.0,1.0,0.0
1939,9,8.0,1.0,0.0
1939,10,5.0,1.0,0.0
1939,11,7.0,1.0,0.0
1939,12,4.0,1.0,0.0
1939,13,7.0,1.0,0.0
1939,14,4.0,1.0,0.0
1939,15,3.0,1.0,0.0
1939,16,6.0,1.0,0.0
1939,17,8.0,1.0,0.0
1939,18,5.0,1.0,0.0
1939,19,5.0,1.0,0.0
1939,20,3.0,1.0,0.0
1939,21,6.0,1.0,0.0
1939,22,4.0,1.0,0.0
1939,23,7.0,1.0,0.0
1939,24,6.0,1.0,0.0
1939,25,5.0,1.0,0.0
1939,26,8.0,1.0,0.0
1939,27,7.0,1.0,0.0
1939,28,4.0,1.0,0.0
1939,29,4.0,1.0,0.0
1939,30,4.0,1.0,0.0
1939,31,4.0,1.0,0.0
1940,1,3.0,1.0,0.0
1940,2,5.0,1.0,0.0
1940,3,2.0,1.0,0.0
1940,4,3.0,1.0,0.0
1940,5,3.0,1.0,0.0
1940,6,6.0,1.0,0.0
1940,7,4.0,1.0,0.0
1940,8,4.0,1.0,0.0
1940,9,5.0,1.0,0.0
1940,10,3.0,1.0,0.0
1940,11,3.0,1.0,0.0
1940,12,2.0,1.0,0.0
1940,13,5.0,1.0,0.0
1940,14,3.0,1.0,0.0
1940,15,3.0,1.0,0.0
1940,16,7.0,1.0,0.0
1940,17,6.0,1.0,0.0
1940,18,4.0,1.0,0.0
1940,19,2.0,1.0,0.0
1940,20,3.0,1.0,0.0
1940,21,6.0,1.0,0.0
1940,22,5.0,1.0,0.0
1940,23,5.0,1.0,0.0
1940,24,5.0,1.0,0.0
1940,25,5.0,1.0,0.0
1940,26,4.0,1.0,0.0
1940,27,4.0,1.0,0.0
1940,28,5.0,1.0,0.0
1940,29,6.0,1.0,0.0
1940,30,2.0,1.0,0.0
1940,31,3.0,1.0,0.0
1941,1,6.0,1.0,0.0
1941,2,8.0,1.0,0.0
1941,3,6.0,1.0,0.0
1941,4,6.0,1.0,0.0
1941,5,8.0,1.0,0.0
1941,6,5.0,1.0,0.0
1941,7,2.0,1.0,0.0
1941,8,4.0,1.0,0.0
1941,9,6.0,1.0,0.0
1941,10,5.0,1.0,0.0
1941,11,4.0,1.0,0.0
1941,12,4.0,1.0,0.0
1941,13,5.0,1.0,0.0
1941,14,4.0,1.0,0.0
1941,15,4.0,1.0,0.0
1941,16,3.0,1.0,0.0
1941,17,5.0,1.0,0.0
1941,18,5.0,1.0,0.0
1941,19,6.0,1.0,0.0
1941,20,8.0,1.0,0.0
1941,21,6.0,1.0,0.0
1941,22,5.0,1.0,0.0
1941,23,6.0,1.0,0.0
1941,24,8.0,1.0,0.0
1941,25,7.0,1.0,0.0
1941,26,6.0,1.0,0.0
1941,27,5.0,1.0,0.0
1941,28,3.0,1.0,0.0
1941,29,5.0,1.0,0.0
1941,30,4.0,1.0,0.0
1941,31,1.0,1.0,
1942,1,7.0,1.0,0.0
1942,2,4.0,1.0,0.0
1942,3,4.0,1.0,0.0
1942,4,4.0,1.0,0.0
1942,5,7.0,1.0,0.0
1942,6,6.0,1.0,0.0
1942,7,2.0,1.0,0.0
1942,8,5.0,1.0,0.0
1942,9,4.0,1.0,0.0
1942,10,4.0,1.0,0.0
1942,11,2.0,1.0,0.0
1942,12,3.0,1.0,0.0
1942,13,6.0,1.0,0.0
1942,14,5.0,1.0,0.0
1942,15,4.0,1.0,0.0
1942,16,4.0,1.0,0.0
1942,17,3.0,1.0,0.0
1942,18,4.0,1.0,0.0
1942,19,8.0,1.0,0.0
1942,20,8.0,1.0,0.0
1942,21,6.0,1.0,0.0
1942,22,7.0,1.0,0.0
1942,23,6.0,1.0,0.0
1942,24,5.0,1.0,0.0
1942,25,5.0,1.0,0.0
1942,26,3.0,1.0,0.0
1942,27,6.0,1.0,0.0
1942,28,5.0,1.0,0.0
1942,29,5.0,1.0,0.0
1942,30,7.0,1.0,0.0
1942,31,3.0,1.0,0.0
1943,1,5.0,1.0,0.0
1943,2,5.0,1.0,0.0
1943,3,5.0,1.0,0.0
1943,4,8.0,1.0,0.0
1943,5,6.0,1.0,0.0
1943,6,6.0,1.0,0.0
1943,7,6.0,1.0,0.0
1943,8,5.0,1.0,0.0
1943,9,5.0,1.0,0.0
1943,10,5.0,1.0,0.0
1943,11,4.0,1.0,0.0
1943,12,5.0,1.0,0.0
1943,13,5.0,1.0,0.0
1943,14,3.0,1.0,0.0
1943,15,4.0,1.0,0.0
1943,16,4.0,1.0,0.0
1943,17,5.0,1.0,0.0
1943,18,7.0,1.0,0.0
1943,19,4.0,1.0,0.0
1943,20,4.0,1.0,0.0
1943,21,8.0,1.0,0.0
1943,22,5.0,1.0,0.0
1943,23,8.0,1.0,0.0
1943,24,5.0,1.0,0.0
1943,25,2.0,1.0,0.0
1943,26,5.0,1.0,0.0
1943,27,4.0,1.0,0.0
1943,28,3.0,1.0,0.0
1943,29,5.0,1.0,0.0
1943,30,4.0,1.0,0.0
1943,31,1.0,1.0,
1944,1,5.0,1.0,0.0
1944,2,5.0,1.0,0.0
1944,3,4.0,1.0,0.0
1944,4,6.0,1.0,0.0
1944,5,6.0,1.0,0.0
1944,6,4.0,1.0,0.0
1944,7,3.0,1.0,0.0
1944,8,4.0,1.0,0.0
1944,9,7.0,1.0,0.0
1944,10,10.0,1.0,0.0
1944,11,7.0,1.0,0.0
1944,12,5.0,1.0,0.0
1944,13,6.0,1.0,0.0
1944,14,4.0,1.0,0.0
1944,15,6.0,1.0,0.0
1944,16,4.0,1.0,0.0
1944,17,7.0,1.0,0.0
1944,18,4.0,1.0,0.0
1944,19,3.0,1.0,0.0
1944,20,5.0,1.0,0.0
1944,21,6.0,1.0,0.0
1944,22,4.0,1.0,0.0
1944,23,5.0,1.0,0.0
1944,24,4.0,1.0,0.0
1944,25,3.0,1.0,0.0
1944,26,4.0,1.0,0.0
1944,27,3.0,1.0,0.0
1944,28,3.0,1.0,0.0
1944,29,2.0,1.0,0.0
1944,30,3.0,1.0,0.0
1944,31,1.0,1.0,
1945,1,6.0,1.0,0.0
1945,2,6.0,1.0,0.0
1945,3,4.0,1.0,0.0
1945,4,9.0,1.0,0.0
1945,5,7.0,1.0,0.0
1945,6,5.0,1.0,0.0
1945,7,5.0,1.0,0.0
1945,8,4.0,1.0,0.0
1945,9,4.0,1.0,0.0
1945,10,8.0,1.0,0.0
1945,11,7.0,1.0,0.0
1945,12,7.0,1.0,0.0
1945,13,8.0,1.0,0.0
1945,14,5.0,1.0,0.0
1945,15,6.0,1.0,0.0
1945,16,4.0,1.0,0.0
1945,17,6.0,1.0,0.0
1945,18,3.0,1.0,0.0
1945,19,4.0,1.0,0.0
1945,20,4.0,1.0,0.0
1945,21,6.0,1.0,0.0
1945,22,5.0,1.0,0.0
1945,23,6.0,1.0,0.0
1945,24,4.0,1.0,0.0
1945,25,5.0,1.0,0.0
1945,26,4.0,1.0,0.0
1945,27,7.0,1.0,0.0
1945,28,7.0,1.0,0.0
1945,29,2.0,1.0,0.0
1945,30,3.0,1.0,0.0
1945,31,4.0,1.0,0.0
1946,1,8.0,1.0,0.0
1946,2,4.0,1.0,0.0
1946,3,5.0,1.0,0.0
1946,4,5.0,1.0,0.0
1946,5,2.0,1.0,0.0
1946,6,8.0,1.0,0.0
1946,7,6.0,1.0,0.0
1946,8,6.0,1.0,0.0
1946,9,5.0,1.0,0.0
1946,10,4.0,1.0,0.0
1946,11,4.0,1.0,0.0
1946,12,6.0,1.0,0.0
1946,13,5.0,1.0,0.0
1946,14,8.0,1.0,0.0
1946,15,4.0,1.0,0.0
1946,16,5.0,1.0,0.0
1946,17,6.0,1.0,0.0
1946,18,7.0,1.0,0.0
1946,19,7.0,1.0,0.0
1946,20,6.0,1.0,0.0
1946,21,5.0,1.0,0.0
1946,22,4.0,1.0,0.0
1946,23,4.0,1.0,0.0
1946,24,6.0,1.0,0.0
1946,25,8.0,1.0,0.0
1946,26,6.0,1.0,0.0
1946,27,9.0,1.0,0.0
1946,28,7.0,1.0,0.0
1946,29,7.0,1.0,0.0
1946,30,7.0,1.0,0.0
1946,31,3.0,1.0,0.0
1947,1,7.0,1.0,0.0
1947,2,5.0,1.0,0.0
1947,3,7.0,1.0,0.0
1947,4,6.0,1.0,0.0
1947,5,6.0,1.0,0.0
1947,6,8.0,1.0,0.0
1947,7,5.0,1.0,0.0
1947,8,5.0,1.0,0.0
1947,9,7.0,1.0,0.0
1947,10,5.0,1.0,0.0
1947,11,3.0,1.0,0.0
1947,12,5.0,1.0,0.0
1947,13,5.0,1.0,0.0
1947,14,4.0,1.0,0.0
1947,15,4.0,1.0,0.0
1947,16,5.0,1.0,0.0
1947,17,6.0,1.0,0.0
1947,18,6.0,1.0,0.0
1947,19,3.0,1.0,0.0
1947,20,6.0,1.0,0.0
1947,21,5.0,1.0,0.0
1947,22,3.0,1.0,0.0
1947,23,7.0,1.0,0.0
1947,24,8.0,1.0,0.0
1947,25,6.0,1.0,0.0
1947,26,6.0,1.0,0.0
1947,27,3.0,1.0,0.0
1947,28,5.0,1.0,0.0
1947,29,4.0,1.0,0.0
1947,30,6.0,1.0,0.0
1947,31,2.0,1.0,0.0
1948,1,5.0,1.0,0.0
1948,2,5.0,1.0,0.0
1948,3,7.0,1.0,0.0
1948,4,4.0,1.0,0.0
1948,5,4.0,1.0,0.0
1948,6,6.0,1.0,0.0
1948,7,6.0,1.0,0.0
1948,8,5.0,1.0,0.0
1948,9,5.0,1.0,0.0
1948,10,5.0,1.0,0.0
1948,11,3.0,1.0,0.0
1948,12,5.0,1.0,0.0
1948,13,6.0,1.0,0.0
1948,14,5.0,1.0,0.0
1948,15,7.0,1.0,0.0
1948,16,8.0,1.0,0.0
1948,17,7.0,1.0,0.0
1948,18,4.0,1.0,0.0
1948,19,5.0,1.0,0.0
1948,20,4.0,1.0,0.0
1948,21,5.0,1.0,0.0
1948,22,5.0,1.0,0.0
1948,23,6.0,1.0,0.0
1948,24,5.0,1.0,0.0
1948,25,4.0,1.0,0.0
1948,26,4.0,1.0,0.0
1948,27,5.0,1.0,0.0
1948,28,8.0,1.0,0.0
1948,29,4.0,1.0,0.0
1948,30,2.0,1.0,0.0
1948,31,2.0,1.0,0.0
1949,1,7.0,1.0,0.0
1949,2,5.0,1.0,0.0
1949,3,6.0,1.0,0.0
1949,4,6.0,1.0,0.0
1949,5,6.0,1.0,0.0
1949,6,7.0,1.0,0.0
1949,7,4.0,1.0,0.0
1949,8,3.0,1.0,0.0
1949,9,3.0,1.0,0.0
1949,10,7.0,1.0,0.0
1949,11,6.0,1.0,0.0
1949,12,4.0,1.0,0.0
1949,13,4.0,1.0,0.0
1949,14,4.0,1.0,0.0
1949,15,8.0,1.0,0.0
1949,16,4.0,1.0,0.0
1949,17,6.0,1.0,0.0
1949,18,4.0,1.0,0.0
1949,19,7.0,1.0,0.0
1949,20,8.0,1.0,0.0
1949,21,9.0,1.0,0.0
1949,22,8.0,1.0,0.0
1949,23,6.0,1.0,0.0
1949,24,6.0,1.0,0.0
1949,25,6.0,1.0,0.0
1949,26,3.0,1.0,0.0
1949,27,2.0,1.0,0.0
1949,28,4.0,1.0,0.0
1949,29,4.0,1.0,0.0
1949,30,3.0,1.0,0.0
1949,31,5.0,1.0,0.0
1950,1,6.0,1.0,0.0
1950,2,5.0,1.0,0.0
1950,3,8.0,1.0,0.0
1950,4,5.0,1.0,0.0
1950,5,5.0,1.0,0.0
1950,6,3.0,1.0,0.0
1950,7,5.0,1.0,0.0
1950,8,7.0,1.0,0.0
1950,9,3.0,1.0,0.0
1950,10,5.0,1.0,0.0
1950,11,4.0,1.0,0.0
1950,12,3.0,1.0,0.0
1950,13,4.0,1.0,0.0
1950,14,4.0,1.0,0.0
1950,15,7.0,1.0,0.0
1950,16,4.0,1.0,0.0
1950,17,5.0,1.0,0.0
1950,18,4.0,1.0,0.0
1950,19,9.0,1.0,0.0
